crop_id,split,class_id,class_name,source_image,object_index,bbox_area_ratio,crop_width,crop_height,crop_path
47,train,0,haccp,anh_000230.jpg,1,0.013275506154000001,317,281,data\logo_classifier_raw\train\haccp\train_haccp_00047_anh_000230_obj1.jpg
48,train,4,ocop,anh_000245.jpg,1,0.05996080000000001,698,357,data\logo_classifier_raw\train\ocop\train_ocop_00048_anh_000245_obj1.jpg
49,train,2,gmp,anh_000274.jpg,1,0.0029741879040000004,43,54,data\logo_classifier_raw\train\gmp\train_gmp_00049_anh_000274_obj1.jpg
50,train,5,khac,anh_000274.jpg,2,0.0037973338209999997,47,61,data\logo_classifier_raw\train\khac\train_khac_00050_anh_000274_obj2.jpg
51,train,5,khac,anh_000275.jpg,1,0.005990847156000001,72,55,data\logo_classifier_raw\train\khac\train_khac_00051_anh_000275_obj1.jpg
52,train,5,khac,anh_000278.jpg,1,0.005967318687999999,125,106,data\logo_classifier_raw\train\khac\train_khac_00052_anh_000278_obj1.jpg
53,train,3,iso_22000,anh_000280.jpg,1,0.018524035782,439,237,data\logo_classifier_raw\train\iso_22000\train_iso_22000_00053_anh_000280_obj1.jpg
54,train,3,iso_22000,anh_000287.jpg,1,0.01936223289,505,82,data\logo_classifier_raw\train\iso_22000\train_iso_22000_00054_anh_000287_obj1.jpg
55,train,5,khac,anh_000288.jpg,1,0.04393593,328,285,data\logo_classifier_raw\train\khac\train_khac_00055_anh_000288_obj1.jpg
56,train,5,khac,anh_000288.jpg,2,0.018865357823999996,189,212,data\logo_classifier_raw\train\khac\train_khac_00056_anh_000288_obj2.jpg
57,train,4,ocop,anh_000293.jpg,1,0.01793298064,218,174,data\logo_classifier_raw\train\ocop\train_ocop_00057_anh_000293_obj1.jpg
58,train,4,ocop,anh_000293.jpg,2,0.004197096575,102,87,data\logo_classifier_raw\train\ocop\train_ocop_00058_anh_000293_obj2.jpg
59,train,4,ocop,anh_000307.jpg,1,0.012144304128,197,131,data\logo_classifier_raw\train\ocop\train_ocop_00059_anh_000307_obj1.jpg
60,train,4,ocop,anh_000307.jpg,2,0.004769468705,116,87,data\logo_classifier_raw\train\ocop\train_ocop_00060_anh_000307_obj2.jpg
61,train,5,khac,anh_000352.jpg,1,0.003210767772,38,54,data\logo_classifier_raw\train\khac\train_khac_00061_anh_000352_obj1.jpg
62,train,5,khac,anh_000356.jpg,1,0.003216781152,67,97,data\logo_classifier_raw\train\khac\train_khac_00062_anh_000356_obj1.jpg
63,train,2,gmp,anh_000375.jpg,1,0.002523957121,73,73,data\logo_classifier_raw\train\gmp\train_gmp_00063_anh_000375_obj1.jpg
64,train,5,khac,anh_000423.jpg,1,0.011990534544,136,89,data\logo_classifier_raw\train\khac\train_khac_00064_anh_000423_obj1.jpg
65,train,5,khac,anh_000424.jpg,1,0.011685724092000001,133,89,data\logo_classifier_raw\train\khac\train_khac_00065_anh_000424_obj1.jpg
66,train,5,khac,anh_000437.jpg,1,0.011990534544,136,89,data\logo_classifier_raw\train\khac\train_khac_00066_anh_000437_obj1.jpg
67,train,5,khac,anh_000438.jpg,1,0.011685724092000001,133,89,data\logo_classifier_raw\train\khac\train_khac_00067_anh_000438_obj1.jpg
68,train,5,khac,anh_000450.jpg,1,0.0120312,222,89,data\logo_classifier_raw\train\khac\train_khac_00068_anh_000450_obj1.jpg
69,train,5,khac,anh_000451.jpg,1,0.011685724092000001,133,89,data\logo_classifier_raw\train\khac\train_khac_00069_anh_000451_obj1.jpg
70,train,5,khac,anh_000463.jpg,1,0.011990534544,136,89,data\logo_classifier_raw\train\khac\train_khac_00070_anh_000463_obj1.jpg
71,train,5,khac,anh_000464.jpg,1,0.011685724092000001,133,89,data\logo_classifier_raw\train\khac\train_khac_00071_anh_000464_obj1.jpg
72,val,0,haccp,anh_000005.jpg,1,0.028758722668999998,121,110,data\logo_classifier_raw\val\haccp\val_haccp_00072_anh_000005_obj1.jpg
73,val,0,haccp,anh_000009.jpg,1,0.023921623615999997,208,233,data\logo_classifier_raw\val\haccp\val_haccp_00073_anh_000009_obj1.jpg
74,val,5,khac,anh_000038.jpg,1,0.010851891314999999,222,143,data\logo_classifier_raw\val\khac\val_khac_00074_anh_000038_obj1.jpg
75,val,5,khac,anh_000039.jpg,1,0.010851891314999999,222,143,data\logo_classifier_raw\val\khac\val_khac_00075_anh_000039_obj1.jpg
76,val,4,ocop,anh_000118.jpg,1,0.0598804039,676,353,data\logo_classifier_raw\val\ocop\val_ocop_00076_anh_000118_obj1.jpg
77,val,5,khac,anh_000133.jpg,1,0.0069008366699999995,126,77,data\logo_classifier_raw\val\khac\val_khac_00077_anh_000133_obj1.jpg
78,val,4,ocop,anh_000136.jpg,1,0.059918773146,569,305,data\logo_classifier_raw\val\ocop\val_ocop_00078_anh_000136_obj1.jpg
79,val,5,khac,anh_000199.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\val\khac\val_khac_00079_anh_000199_obj1.jpg
80,val,5,khac,anh_000200.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\val\khac\val_khac_00080_anh_000200_obj1.jpg
81,val,5,khac,anh_000201.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\val\khac\val_khac_00081_anh_000201_obj1.jpg
82,val,5,khac,anh_000202.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\val\khac\val_khac_00082_anh_000202_obj1.jpg
83,val,5,khac,anh_000371.jpg,1,0.0032366234159999997,68,97,data\logo_classifier_raw\val\khac\val_khac_00083_anh_000371_obj1.jpg
84,val,4,ocop,anh_000737.jpg,1,0.00454519,452,274,data\logo_classifier_raw\val\ocop\val_ocop_00084_anh_000737_obj1.jpg
85,val,4,ocop,anh_000738.jpg,1,0.014025000000000001,191,99,data\logo_classifier_raw\val\ocop\val_ocop_00085_anh_000738_obj1.jpg
86,val,5,khac,anh_000784.jpg,1,0.005200000000000001,92,75,data\logo_classifier_raw\val\khac\val_khac_00086_anh_000784_obj1.jpg
87,test,0,haccp,anh_000017.jpg,1,0.025537264884000002,103,110,data\logo_classifier_raw\test\haccp\test_haccp_00087_anh_000017_obj1.jpg
88,test,5,khac,anh_000043.jpg,1,0.01084313069,222,143,data\logo_classifier_raw\test\khac\test_khac_00088_anh_000043_obj1.jpg
89,test,5,khac,anh_000044.jpg,1,0.01084313069,222,143,data\logo_classifier_raw\test\khac\test_khac_00089_anh_000044_obj1.jpg
90,test,5,khac,anh_000055.png,1,0.01091253444,115,72,data\logo_classifier_raw\test\khac\test_khac_00090_anh_000055_obj1.jpg
91,test,4,ocop,anh_000119.jpg,1,0.043541699999999996,243,126,data\logo_classifier_raw\test\ocop\test_ocop_00091_anh_000119_obj1.jpg
92,test,4,ocop,anh_000121.jpg,1,0.004795736532,159,118,data\logo_classifier_raw\test\ocop\test_ocop_00092_anh_000121_obj1.jpg
93,test,4,ocop,anh_000123.jpg,1,0.059917574281999994,545,305,data\logo_classifier_raw\test\ocop\test_ocop_00093_anh_000123_obj1.jpg
94,test,3,iso_22000,anh_000189.png,1,0.038000000000000006,264,278,data\logo_classifier_raw\test\iso_22000\test_iso_22000_00094_anh_000189_obj1.jpg
95,test,2,gmp,anh_000189.png,2,0.036,250,278,data\logo_classifier_raw\test\gmp\test_gmp_00095_anh_000189_obj2.jpg
96,test,5,khac,anh_000191.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\test\khac\test_khac_00096_anh_000191_obj1.jpg
97,test,5,khac,anh_000192.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\test\khac\test_khac_00097_anh_000192_obj1.jpg
98,test,5,khac,anh_000193.jpg,1,0.00431963575,130,98,data\logo_classifier_raw\test\khac\test_khac_00098_anh_000193_obj1.jpg
99,test,4,ocop,anh_000289.jpg,1,0.00474515,188,148,data\logo_classifier_raw\test\ocop\test_ocop_00099_anh_000289_obj1.jpg
100,test,4,ocop,anh_000289.jpg,2,0.00451085,178,148,data\logo_classifier_raw\test\ocop\test_ocop_00100_anh_000289_obj2.jpg
101,test,4,ocop,anh_000289.jpg,3,0.004420450124,159,163,data\logo_classifier_raw\test\ocop\test_ocop_00101_anh_000289_obj3.jpg
102,test,4,ocop,anh_000303.jpg,1,0.015971926528,212,160,data\logo_classifier_raw\test\ocop\test_ocop_00102_anh_000303_obj1.jpg
103,test,4,ocop,anh_000303.jpg,2,0.004769468705,116,87,data\logo_classifier_raw\test\ocop\test_ocop_00103_anh_000303_obj2.jpg
